ma_truong,ten_truong,hoc_phi_raw,khu_vuc_truong,dia_chi_truong,nguon_url,thu_thap_luc,source_sha256
,Học Viện Hành Chính và Quản trị công,"Các ngành: Quản lý nhà nước (và các chuyên ngành), Văn hóa học (và các chuyên ngành), Quản lý văn hóa (và chuyên ngành), Quản trị dịch vụ du lịch và lữ hành, Lưu trữ học (và chuyên ngành), Chính trị học, Xây dựng Đảng và chính quyền nhà nước, Kinh tế (và chuyên ngành): 602.000 đồng/tín chỉ. Các ngành: Quản trị nhân lực, Quản trị văn phòng, Luật (và chuyên ngành): 564.000 đồng/tín chỉ. Ngành Hệ thống thông tin (và chuyên ngành): 659.000 đồng/tín chỉ. Lưu ý: Học viện thực hiện việc điều chỉnh mức thu học phí theo quy định củapháp luật. Thông tin khácCách tính điểm ưu tiên (đối với những thí sinh có điểm trung bình chung của 03 môn >22,5 điểm áp dụng cho phương thức 1 và phương thức 2) = [(30 điểm – Tổng điểm đạt được)/7,5] × (Mức điểm ưu tiên khu vực, đối tượng ban đầu).",Hà Nội,,,,
,Học Viện Kỹ Thuật Mật Mã,– Học phí (dự kiến): 595.000VNĐ/tín chỉ. – Lộ trình tăng học phí tối đa cho từng năm: Theo quy định của Chính phủ cho các trường công lập tại Nghị định số 81/2021/NĐ-CP ngày 27 tháng 8 năm 2021 của Thủ tướng Chính phủ ban hành và Nghị định số 97/2023/NĐ-CP ngày 31 tháng 12 năm 2023 của Thủ tướng Chính phủ ban hành về sửa đổi bổ sung Nghị định số 81/2021/NĐ-CP ngày 27 tháng 8 năm 2021 và Nghị định số 238/2025/NĐ-CP ngày 03/9/2025 của Chính phủ quy định về chính sách,Hà Nội,,,,
KQH,Học Viện Kỹ Thuật Quân Sự,"Đối với học viên quân sự: Khi thí sinh trúng tuyển và nhập học trở thành học viên của Học viện, học viên được bao cấp toàn bộ về kinh phí đào tạo, đồng thời được nhận phụ cấp sinh hoạt hàng tháng theo quy định của Bộ Quốc phòng",Hà Nội,,,,
KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,"Đối với học viên quân sự: Khi thí sinh trúng tuyển và nhập học trở thành học viên của Học viện, học viên được bao cấp toàn bộ về kinh phí đào tạo, đồng thời được nhận phụ cấp sinh hoạt hàng tháng theo quy định của Bộ Quốc phòng",Hà Nội,,,,
,Học Viện Ngân Hàng,"Học phí dự kiến cho năm học 2026–2027 của các chương trình chi tiết như dưới đây. Đối với các năm học còn lại của khóa học, Học viện dự kiến tăng học phí theo lộ trình được quy định tại Nghị định số 238/2025/NĐ-CP ngày 03/09/2025 của Chính phủ với mức tăng không quá 15%/năm học và tuân thủ các quy định pháp luật, văn bản hướng dẫn của các cơ quan nhà nước có thẩm quyền tại từng năm học. Với các chương trình đào tạo chuẩn:Học phí năm học 2026-2027 dự kiến như sau: Với các chương trình đào tạo chuẩn: Khối ngành III (Kinh doanh quản lý và pháp luật)¹: 825.000 đồng/tín chỉ, tương đương khoảng 27,8 triệu đồng/năm học theo tiến độ học tập thông thường. Khối ngành V (Công nghệ thông tin, Toán và Thống kê)²: 871.000 đồng/tín chỉ, tương đương khoảng 29,4 triệu đồng/năm học theo tiến độ học tập thông thường. Khối ngành VII (Nhân văn, Khoa học xã hội và hành vi)³: 840.000 đồng/tín chỉ, tương đương khoảng 28,35 triệu đồng/năm học theo tiến độ học tập thông thường. Với các chương trình đào tạo Chất lượng cao: Học phí chung cho các chương trình đào tạo Chất lượng cao là 1.252.000 đồng/tín chỉ, tương đương khoảng 45 triệu đồng cho năm học 2026-2027 theo tiến độ học tập thông thường cho tất cả các chương trình đào tạo chất lượng cao. Với các chương trình đào tạo liên kết quốc tế Chương trình cử nhân quốc tế liên kết với Đại học UWE, Vương quốc Anh: Sinh viên học 04 năm tại Việt Nam các ngành Ngân hàng & Tài chính quốc tế, Quản trị Kinh doanh quốc tế, Marketing được cấp 02 bằng (01 bằng ĐH chính quy do HVNH cấp và 01 bằng ĐH của Đại học UWE cấp). Học phí 340 triệu đồng/4 năm trong đó: năm 1 học phí là 50 triệu VND; năm 2 và năm 3 học phí là 90 triệu đồng/năm; và học phí năm cuối tại Học viện Ngân hàng là 110 triệu đồng. Sinh viên có thể lựa chọn học tập năm cuối tại trường Đại học UWE, học phí năm cuối sẽ được quy định và công bố bởi trường Đại học UWE. Với những thí sinh đạt trình độ tiếng Anh tương đương IELTS từ 6.0 sẽ vào thẳng năm thứ 2 và học phí được giảm là 50 triệu đồng. Chương trình cử nhân quốc tế liên kết với Đại học CityU, Hoa Kỳ: Sinh viên học tập 03 năm tại Học viện Ngân hàng và năm cuối học chương trình của Đại học CityU (Seattle) được cấp song bằng (nhận 01 bằng cử nhân chính quy do Học viện Ngân hàng cấp và 01 bằng đại học trường Đại học CityU, Hoa kỳ cấp). Học phí cho khóa học 04 năm tại Việt Nam là 380 triệu đồng, trong đó: năm 1 học phí là 50 triệu VND; năm 2 và năm 3 học phí là 90 triệu đồng/năm; và học phí năm cuối tại Học viện Ngân hàng là 150 triệu đồng; trong trường hợp sinh viên học năm thứ tư tại Hoa Kỳ thì mức học phí năm 4 sẽ căn cứ theo học phí của trường đối tác. Với những thí sinh đạt trình độ tiếng Anh tương đương IELTS từ 6.0 sẽ vào thẳng năm thứ 2 và học phí được giảm là 50 triệu đồng. Chương trình cử nhân quốc tế liên kết với Đại học Genoa, Ý: Sinh viên học 04 năm tại Việt Nam ngành Quản trị Kinh doanh, Hàng hải & Logistics được cấp 02 bằng (01 bằng ĐH chính quy do HVNH cấp và 01 bằng ĐH của Đại học Genoa cấp). Học phí cho khóa học 04 năm tại Việt Nam là 302 triệu đồng, trong đó: năm 1 học phí là 50 triệu VND; năm 2, năm 3 và năm 4 học phí là 84 triệu đồng/năm nếu sinh viên lựa chọn học toàn thời gian tại Học viện Ngân hàng. Trong trường hợp sinh viên học năm thứ tư tại Ý thì mức học phí năm 4 sẽ căn cứ theo học phí của trường đối tác. Với những thí sinh đạt trình độ tiếng Anh tương đương IELTS từ 6.0 sẽ vào thẳng năm thứ 2 và học phí được giảm là 50 triệu đồng. Chương trình cử nhân Kế toán định hướng Nhật Bản: Sinh viên học 04 năm ngành Kế toán định hướng Nhật Bản được cấp Bằng Cử nhân chính quy của Học viện Ngân hàng. Học phí cho 04 năm học tại Việt Nam là 200 triệu đồng/4 năm, hay 50 triệu đồng/năm học. Chương trình cử nhân quốc tế liên kết với Đại học Sunderland, Vương quốc Anh: Sinh viên học 04 năm tại Việt Nam được cấp 02 bằng (01 bằng ĐH chính quy do Học viện Ngân hàng cấp và 01 bằng ĐH của Đại học Sunderland cấp). Học phí 340 triệu đồng/4 năm trong đó: năm 1 học phí là 50 triệu VND; năm 2 và năm 3 học phí là 90 triệu đồng/năm; và học phí năm cuối tại Học viện Ngân hàng là 110 triệu đồng. Sinh viên có thể lựa chọn học tập năm cuối tại trường ĐH Sunderland, học phí năm cuối sẽ được quy định và công bố bởi trường ĐH Sunderland. Với những thí sinh đạt trình độ tiếng Anh tương đương IELTS từ 6.0 sẽ vào thẳng năm thứ 2 và học phí được giảm là 50 triệu đồng.",Hà Nội,,,,
,Học Viện Ngân Hàng (Phân Viện Phú Yên),"Học phí dự kiến cho năm học 2025–2026 của các chương trình chi tiết như dưới đây. Đối với các năm học còn lại của khóa học, Học viện Ngân hàng – Phân hiệu Phú Yên dự kiến tăng học phí theo lộ trình được quy định tại Nghị định số 81/2021/NĐ-CP ngày 27/08/2021 của Chính phủ về việc quy định cơ cấu thu, quản lý học phí đối với cơ sở giáo dục thuộc hệ thống giáo dục quốc dân và Nghị định số 97/2023/NĐ-CP ngày 31/12/2023 về việc sửa đổi, bổ sung một số điều của Nghị định 81/2021/NĐ-CP với mức tăng không quá 15%/năm học và tuân thủ các quy định pháp luật, văn bản hướng dẫn của các cơ quan nhà nước có thẩm quyền tại từng năm học. Mức học phí dự kiến là: 785.000 đồng/tín chỉ, tương đương khoảng 26,5 triệu đồng/năm học theo tiến độ học tập thông thường.",Phú Yên,,,,
,Học Viện Ngoại Giao,"Chính sách học phí được Học viện Ngoại giao thực hiện theo Nghị định 238/2025/NĐ-CP do Chính phủ ban hành ngày 03/09/2025 quy định về chính sách học phí, miễn, giảm, hỗ trợ học phí, hỗ trợ chi phí học tập và giá dịch vụ trong lĩnh vực giáo dục, đào tạo. Cụ thể: Mức học phí dự kiến năm học 2026-2027 của các ngành đào tạo như sau: Đối với các ngành Quan hệ quốc tế, Kinh tế quốc tế, Luật quốc tế, Truyền thông quốc tế, Kinh doanh quốc tế và Luật thương mại quốc tế, sinh viên có thể đăng ký theo học Chương trình giảng dạy bằng tiếng Anh với mức học phí dự kiến từ 5.900.000 đồng đến 6.500.000 đồng/tháng/sinh viên. Học phí đại học chính quy các chương trình đào tạo được thu theo tín chỉ từ học kỳ 2 năm học 2026-2027. Lưu ý: Đối với sinh viên chưa có nền tảng ngoại ngữ, cần học bổ sung tối đa 06 tín chỉ ngoại ngữ tiền cơ sở, tùy theo trình độ đầu vào. Mức học phí nêu trên chưa tính đến các học phần ngoại ngữ tiền cơ sở. Học phí các học phần này sẽ được tính theo số lượng tín chỉ thực học và mức học phí áp dụng đối với các học phần ngoại ngữ khác trong chương trình đào tạo. Mức tăng học phí hàng năm (nếu có) của các ngành không vượt quá tốc độ tăng chỉ số giá tiêu dùng tại thời điểm xác định mức học phí. Thông tin khácHồ sơ đăng ký xét tuyểnĐối với thí sinh đăng ký xét tuyển thẳng và ưu tiên xét tuyển theo quy định của Bộ Giáo dục và Đào tạo (phương thức 1 - mục 2.1)* Hồ sơ gồm có:- Phiếu đăng ký xét tuyển (thí sinh tải Phiếu trên Cổng thông tin tuyển sinh củaHọc viện và thực hiện theo hướng dẫn);Bản gốc/ Bản sao được chứng thực:➢ Giấy chứng nhận đạt giải trong kỳ thi chọn học sinh giỏi quốc gia, quốc tế hoặc thi khoa học, kỹ thuật cấp quốc gia, quốc tế; hoặc Giấy chứng nhận thuộc đối tượng xét tuyển thẳng khác.➢ Chứng nhận đạt chuẩn năng lực tiếng Việt tương đương B2 (bậc 4/6) trở lên theo Khung năng lực tiếng Việt đối với thí sinh thuộc đối tượng (i) tại điểm (c) thuộc mục 2.1.1.➢ Chứng nhận đạt chuẩn năng lực tiếng Việt tương đương B2 (bậc 4/6) trở lên theo Khung năng lực tiếng Việt; Chứng chỉ ngoại ngữ quốc tế và học bạ/kết quả học tập THPT có xác nhận của trường THPT được công nhận bởi cơ quan có thẩm quyền đối với thí sinh thuộc đối tượng (ii) tại điểm (c) thuộc mục 2.1.1➢ Học bạ THPT đối với thí sinh thuộc đối tượng (iii) tại điểm (c) thuộc mục 2.1.1.Lưu ý: Thí sinh thuộc đối tượng được xét tuyển thẳng vào các ngành theo nguyệnvọng đăng ký thì KHÔNG đăng ký xét tuyển ở các phương thức khác.Đối với thí sinh xét tuyển kết hợp dựa trên kết quả học tập THPT và Chứngchỉ ngoại ngữ quốc tế (phương thức 2 - mục 2.2):* Hồ sơ gồm có: - Phiếu đăng ký xét tuyển (thí sinh tải Phiếu trên Cổng thông tin tuyển sinh củaHọc viện và thực hiện theo hướng dẫn); - Bản gốc/Bản sao được chứng thực:➢ Chứng chỉ ngoại ngữ quốc tế hoặc Phiếu kết quả thi được chuyển từ đơn vị tổchức thi tới Hội đồng tuyển sinh Học viện Ngoại giao;➢ Học bạ THPT;➢ Các giấy tờ chứng minh thí sinh thuộc đối tượng được cộng điểm xét thưởngtheo quy định của Học viện (nếu có) (chi tiết xem Bảng 6);➢ Các giấy tờ ưu tiên khác theo quy định của Bộ GDĐT (nếu có).Đối với thí sinh xét tuyển kết hợp dựa trên kết quả học tập THPT và Chứng chỉ ngoại ngữ quốc tế (phương thức 2 - mục 2.2):* Hồ sơ gồm có:- Phiếu đăng ký xét tuyển (thí sinh tải Phiếu trên Cổng thông tin tuyển sinh củaHọc viện và thực hiện theo hướng dẫn);Bản gốc/Bản sao được chứng thực:➢ Chứng chỉ ngoại ngữ quốc tế hoặc Phiếu kết quả thi được chuyển từ đơn vị tổ chức thi tới Hội đồng tuyển sinh Học viện Ngoại giao;➢ Học bạ THPT;➢ Các giấy tờ chứng minh thí sinh thuộc đối tượng được cộng điểm xét thưởng theo quy định của Học viện (nếu có) (chi tiết xem Bảng 6);➢ Các giấy tờ ưu tiên khác theo quy định của Bộ GDĐT (nếu có).Đối với thí sinh xét tuyển bằng Chứng chỉ đánh giá năng lực quốc tế và Chứng chỉ ngoại ngữ quốc tế (phương thức 3 - mục 2.3):* Hồ sơ gồm có:- Phiếu đăng ký xét tuyển (thí sinh tải Phiếu trên Cổng thông tin tuyển sinh củaHọc viện và thực hiện theo hướng dẫn);Bản gốc/Bản sao được chứng thực:➢ Chứng chỉ đánh giá năng lực quốc tế hoặc Phiếu kết quả thi được chuyển từ đơn vị tổ chức thi tới Hội đồng tuyển sinh Học viện Ngoại giao/ Chứng chỉ A-level hoặc Bằng tú tài quốc tế IB Diploma hoặc Bằng tú tài Baccalaureat của Pháp 12;➢ Chứng chỉ ngoại ngữ quốc tế;➢ Học bạ THPT được công nhận bởi cơ quan có thẩm quyền;➢ Các giấy tờ chứng minh thí sinh thuộc đối tượng được cộng điểm xét thưởng theo quy định của Học viện (chi tiết xem Bảng 6);➢ Các giấy tờ ưu tiên khác theo quy định của Bộ GDĐT (nếu có).Đối với thí sinh đăng ký phương thức xét tuyển dựa trên Kết quả kỳ thi tốt nghiệp THPT năm 2026 (phương thức 4 - mục 2.4):* Hồ sơ gồm có:- Phiếu đăng ký xét tuyển (thí sinh tải Phiếu trên Cổng thông tin tuyển sinh củaHọc viện và thực hiện theo hướng dẫn);- Bản gốc/Bản sao được chứng thực:➢ Chứng chỉ ngoại ngữ quốc tế hoặc Phiếu kết quả thi được chuyển từ đơn vị tổ chức thi tới Hội đồng tuyển sinh Học viện Ngoại giao (nếu có nguyện vọng dùng Chứng chỉ ngoại ngữ quốc tế thay thế cho điểm thi tốt nghiệp môn ngoại ngữ);➢ Các giấy tờ chứng minh thí sinh thuộc đối tượng được cộng điểm xét thưởng theo quy định của Học viện (nếu có) (chi tiết xem Bảng 6);➢ Các giấy tờ ưu tiên khác theo quy định của Bộ GDĐT (nếu có).",Hà Nội,,,,
,Học Viện Phòng Không – Không Quân,"Thông tin kháca) Đối tượngNhóm thí sinh quy định tại khoản 1 và điểm a, điểm b khoản 2 Điều8 Quy chế tuyển sinh đại học, gồm:- Anh hùng lao động, Anh hùng lực lượng vũ trang nhân dân, Chiến sĩ thi đua toàn quốc đã tốt nghiệp THPT.- Đạt giải nhất, nhì, ba kỳ thi chọn học sinh giỏi quốc gia, quốc tế một trong các môn được tuyển thẳng thuộc các tổ hợp xét tuyển của Học viện; thời gian đạt giải không quá 03 năm tính tới thời điểm xét tuyển;- Đạt giải nhất, nhì, ba kỳ thi khoa học, kỹ thuật cấp quốc gia, quốc tế do Bộ GD&ĐT tổ chức, cử tham gia một trong các lĩnh vực phù hợp với các môn được tuyển thẳng thuộc các tổ hợp xét tuyển của Học viện; thời gian đạt giải không quá 03 năm tính tới thời điểm xét tuyển.Nhóm thí sinhquy định tạiđiểm c khoản 4 Điều8Quy chế tuyển sinh đại học, như sau:- Đối tượng: Thí sinh thuộc 16 dân tộc thiểu số rất ít người theo quy định tại khoản 1, Điều 2 Nghị định số 57/2017/NĐ-CP ngày 09/5/2017 của Chính phủ quy định chính sách ưu tiên tuyển sinh và hỗ trợ học tập đối với trẻ mẫu giáo, học sinh, sinh viên dân tộc thiểu số rất ít người (gồm các dân tộc: Cống, Mảng, Pu Péo, Si La, Cờ Lao, Bố Y, La Ha, Ngái, Chứt, Ơ Đu, Brâu, Rơ Măm, Lô Tô, Lự, Pà Thẻn, La Hủ).- Tiêu chuẩn:+ Về học lực, thí sinh đạt các tiêu chuẩn:* Kết quả học tập 3 năm (lớp 10, lớp 11 và lớp 12) đạt học lực khá trở lên, trong đó điểm tổng kết trung bình môn học năm lớp 12 của 3 môn học theo tổ hợp thí sinh đăng ký xét tuyển thẳng phải đạt khá trở lên.* Điểm các môn thi xét tốt nghiệp THPT đạt từ 6,5 điểm trở lên (theo thang điểm 10).+ Về hạnh kiểm (rèn luyện): Xếp loại hạnh kiểm (rèn luyện) các năm học THPT hoặc tương đương của thí sinh phải đạt khá trở lên.Thí sinh trúng tuyển phải học bổ sung kiến thức 01 năm học trước khi vào học chính thức; chương trình bổ sung kiến thức do Giám đốc Học viện quy định.Đối tượng ưu tiên xét tuyển theo quy định tại khoản 5 Điều 8 Quy chế tuyển sinh đại học, gồm:- Thí sinh quy định tại khoản 1 và điểm a, điểm b khoản 2 Điều 8 Quy chế tuyển sinh đại học đăng ký ưu tiên xét tuyển;- Thí sinh đạt giải khuyến khích trong kỳ thi chọn học sinh giỏi quốc gia; thí sinh đạt giải trong cuộc thi khoa học, kỹ thuật cấp quốc gia do Bộ GD&ĐT tổ chức, cử tham gia được ưu tiên xét tuyển theo ngành đào tạo phù hợp với môn thi hoặc nội dung đề tài dự thi đã đạt giải; thời gian đạt giải không quá 3 năm tính tới thời điểm xét tuyển.b) Môn, lĩnh vực đạt giải được xét tuyển thẳng, ưu tiên xét tuyển gồm:- Môn Toán.- Môn Vật lý.c) Đăng ký xét tuyểnThí sinh chỉ được đăng ký xét tuyển tại trường nộp hồ sơ sơ tuyển. Thí sinh phải có 02 loại hồ sơ: 01 bộ hồ sơ sơ tuyển và 01 bộ hồ sơ đăng ký xét tuyển thẳng hoặc ưu tiên xét tuyển.",Hà Nội,,,,
,Học Viện Phụ Nữ Việt Nam,"Theo quy định của Nhà nước cho các trường đại học công lập: Dự kiến 575.000-630.000 VNĐ/tín chỉ hệ đại học chính quy (tùy thuộc từng ngành/ chương trình đào tạo). Học phí có sự điều chỉnh theo năm học, theo quy định của Nhà nước đối với các trường tự chủ hoàn toàn chi thường xuyên.",Hà Nội,,,,
,Học Viện Quản Lý Giáo Dục,"Căn cứ Nghị định số 238/2025/NĐ-CP ngày 03 tháng 9 năm 2025 quy định về chính sách học phí, miễn giảm, hỗ trợ học phí, hỗ trợ chi phí học tập và giá dịch vụ trong lĩnh vực giáo dục, đào tạo- Mức học phí tối đa năm học 2026-2027 đối với các ngành: 20.900.000đ/năm học- Mức trần học phí sẽ thay đổi khi Nhà nước ban hành các Quy định mới về học phí/chi phí đào tạo hoặc văn bản pháp luật thay thế Nghị định số 238/2025/NĐ-CP ngày 03 tháng 9 năm 2025",Hà Nội,,,,
,Học Viện Tài chính,"Sau khi trúng tuyển, nhập học tất cả tân sinh viên chương trình chuẩn được quyền đăng ký dự tuyển vào chương trình đào tạo định hướng CCQT của Học viện(có thông báo tuyển sinh riêng). Học phí dự kiến với sinh viên chính quy; lộ trình tăng học phí tối đa cho từng năm: * Học phí dự kiến năm học 2026 - 2027: + Chương trình chuẩn: Từ 25 – 35 triệu đồng/sinh viên/năm học. + Chương trình định hướng chứng chỉ quốc tế: Từ 50 – 55 triệu đồng/sinh viên/năm học. + Diện tuyển sinh theo đặt hàng: Từ 33 – 55 triệu đồng/sinh viên/năm học. Học phí đối với lưu học sinh diện tự túc kinh phí: Theo quy định của Học viện đối với sinh viên nước ngoài diện tự túc kinh phí. Chương trình mỗi bên cấp 01 Bằng Cử nhân (DDP): + Học phí các năm học tại Viện Đào tạo Quốc tế - Học viện Tài chính (trong nước) là 75 80 triệu đồng/sinh viên/năm học. + Học phí năm cuối tại Trường Đại học Greenwich (London, Vương quốc Anh): theo mức học phí do Trường thông báo. * Từ những năm học sau học phí có thể thay đổi, nếu tăng thì không quá 10% so với năm học trước. Tình hình việc làm của sinh viên sau khi tốt nghiệp Đường link công khai việc làm của sinh viên sau khi tốt nghiệp trên trang thông tin điện tử của Học viện: https://hvtc.edu.vn/Portals/0/files/639075451607411334BAOCAOVIECLAM2025.pdf",Hà Nội,,,,
,Học Viện Y Dược Học Cổ Truyền Việt Nam,"Học phí Từ năm học 2026-2027, Học viện thực hiện thu học phí theo lộ trình quy định tại Nghị định số 238/2025/NĐ-CP ngày 03/09/2025 của Chính phủ quy định về chính sách học phí, miễn, giảm, hỗ trợ học phí, hỗ trợ chi phí học tập và giá dịch vụ trong lĩnh vực giáo dục, đào tạo. Dự kiến như sau: Ngành Y khoa áp dụng mức thu học phí là: 5.800.000 đồng/sinh viên/tháng, 58.000.000 đồng/sinh viên/năm học. Ngành Y học cổ truyền áp dụng mức thu học phí là: 5.600.000 đồng/sinh viên/tháng, 56.000.000 đồng/sinh viên/năm học. Ngành Dược học áp dụng mức thu học phí là: 5.600.000 đồng/sinh viên/tháng, 56.000.000 đồng/sinh viên/năm học. Lộ trình điều chỉnh học phí hằng năm theo quy định chung và theo quyết định loại hình tự chủ tài chính của cấp có thẩm quyền đối với Học viện. 2. Học bổng và các chế độ chính sách hỗ trợ sinh viên Hằng năm, Học viện trích 8% nguồn thu từ học phí để thực hiện chính sách học bổng khuyến khích học tập, HBKKHT, cho sinh viên có thành tích trong học tập và rèn luyện theo đúng quy định của pháp luật. HBKKHT được phân loại và mức học bổng: Khá, bằng mức trần học phí của ngành học; Giỏi, bằng 110% mức khá; Xuất sắc, bằng 120% mức khá. Năm học 2024-2025, Học viện đã cấp cho 649 sinh viên đạt HBKKHT với số tiền là 11.631.391.000 đồng. Dự kiến năm học 2025-2026, tổng số kinh phí cấp HBKKHT khoảng 13,4 tỷ đồng. Ngoài chính sách học bổng khuyến khích học tập, Học viện xây dựng Quỹ hỗ trợ sinh viên từ nguồn tài chính của Học viện và các nguồn tài trợ từ các tổ chức, doanh nghiệp, cá nhân trong và ngoài nước để trao học bổng cho các sinh viên có hoàn cảnh đặc biệt khó khăn, đạt kết quả tốt trong học tập, rèn luyện. Các chế độ chính sách khác: miễn giảm học phí, hỗ trợ chi phí học tập, trợ cấp xã hội cho các sinh viên thuộc diện gia đình chính sách được thực hiện đầy đủ theo các quy định hiện hành của Bộ GDĐT vào mỗi học kỳ học tập của sinh viên. Năm học 2024-2025, Học viện đã xét và chi trả chế độ miễn, giảm học phí, hỗ trợ chi phí học tập, trợ cấp xã hội cho 609 lượt sinh viên với tổng kinh phí là 5,64 tỷ đồng. Dự kiến năm học 2025-2026, tổng số kinh phí chi trả cho các chế độ này khoảng 6,5 tỷ đồng. Đối với sinh viên có hoàn cảnh gia đình khó khăn được tạo điều kiện hỗ trợ thủ tục vay vốn tín dụng ưu đãi tại Ngân hàng Chính sách xã hội địa phương thông qua hộ gia đình, mức vay tối đa theo quy định của Chính phủ. 3. Kiểm tra hồ sơ và điều kiện trúng tuyển Khi thí sinh đến nhập học và trong quá trình sinh viên theo học, Học viện sẽ tổ chức kiểm tra hồ sơ, đặc biệt là các giấy tờ để được hưởng chế độ ưu tiên, điểm cộng của thí sinh. Các sai sót, nếu có, sẽ được xử lý theo quy định của Quy chế tuyển sinh hiện hành. Thí sinh chịu trách nhiệm về tính xác thực của những thông tin đăng ký trên Hệ thống. Nhà trường có quyền từ chối tiếp nhận hoặc buộc thôi học nếu thí sinh không đảm bảo các điều kiện trúng tuyển khi đối chiếu thông tin.",Hà Nội,,,,
,Khoa Giáo dục thể chất Đà Nẵng,"Giới thiệu trườngTên trường: Khoa Giáo dục thể chất - Đại học Đà NẵngMã trường: DDGTên tiếng Anh: The Faculty of Physical Education, Danang UniversityTên viết tắt: FPEĐịa chỉ: 62 Ngô Sĩ Liên, Q.Liên Chiểu, Đà NẵngWebsite:http://fpe.udn.vn/Facebook: www.facebook.com/KhoaGDTC.DHDN/Khoa Giáo dục Thể chất là đơn vị trực thuộc Đại học Đà Nẵng, chịu sự quản lý trực tiếp, toàn diện về tổ chức, bộ máy, tài chính và hoạt động của Giám đốc Đại học Đà Nẵng.Khoa Giáo dục Thể chất có chức năng giảng dạy các môn học giáo dục thể chất cho học sinh, sinh viên các ngành đào tạo trong toàn Đại học Đà Nẵng; đào tạo trình độ đại học các chuyên ngành Giáo dục Thể chất và triển khai các hoạt động nghiên cứu khoa học, chuyển giao công nghệ thuộc lĩnh vực chuyên môn của khoa.",Đà Nẵng,,,,
DTQ,Khoa Quốc Tế,STT Mã ngành Ngành học Mức thu học phíNăm học 2026 - 2027 Mức thu học phí Năm học 2026 - 2027 Dự bị ngoại ngữ/ tháng (nếu có) Tính theo 1 tín chỉ Niên chế/ tháng 1,Thái Nguyên,,,,
DTQ,Khoa Quốc Tế - Đại Học Thái Nguyên,STT Mã ngành Ngành học Mức thu học phí Năm học 2026 - 2027 Dự bị ngoại ngữ/ tháng (nếu có) Tính theo 1 tín chỉ Niên chế/ tháng 1 7340120 Kinh doanh quốc tế 1.590.000 451.000 1.590.000 2 7340101 Quản trị kinh Doanh 3 7340301 Kế toán 4 7340205 Công nghệ tài chính 5 7220201 Ngôn ngữ Anh Quốc 1.690.000 479.000 1.690.000 6 7220204 Ngôn ngữ Trung Quốc 479.000 7 7310601 Quốc tế học 479.000 8 7510406 Công nghệ kỹ thuật Môi trường 508.000 9 7850101 Quản lý Tài nguyên và Môi trường 508.000 * Ghi chú: Các năm học từ năm 2027 trở đi Học phí tính theo lộ trình và quy định của Bộ GD&ĐT,Thái Nguyên,,,,
,Phân Hiệu Đại Học Huế tại Quảng Trị,"Học phí năm học 2025-2026 của Phân hiệu Đại học Huế tại Quảng Trị được thu theo quy định tại khoản 1, điều 5 Quy định mức thu học phí, miễn giảm học phí và thanh toán giảng dạy nội bộ trong Đại học Huế từ năm học 2023 - 2024 đến năm học 2026 - 2027 ban hành kèm theo Quyết định số 535/QĐ-ĐHH ngày 15/5/2024 của Giám đốc Đại học Huế. Học phí năm học 2025 - 2026: Dự kiến thu từ 17.000.000/sinh viên/năm học đến 18.500.000/sinh viên/năm học (tương đương 500.000đ/tín chỉ đến 540.000đ/tín chỉ) Trong các năm tiếp theo, mức thu học phí được điều chỉnh tăng theo lộ trình thu học phí được quy định tại khoản 1, điều 5 Quy định mức thu học phí, miễn giảm học phí và thanh toán giảng dạy nội bộ trong Đại học Huế từ năm học 2023 - 2024 đến năm học 2026 - 2027 ban hành kèm theo Quyết định số 535/QĐ-ĐHH ngày 15/5/2024 của Giám đốc Đại học Huế.",Quảng Trị,,,,
